period,ratio
2017-06-08,77.56165
2017-06-09,87.6966
2017-06-10,100.0
2017-06-11,88.04094
2017-06-12,65.58399
2017-06-13,52.80595
2017-06-14,52.96416
2017-06-15,39.37645
2017-06-16,37.08701
2017-06-17,38.76221
2017-06-18,32.7408
2017-06-19,26.95207
2017-06-20,38.06421
2017-06-21,62.15914
2017-06-22,58.22242
2017-06-23,45.51884
2017-06-24,49.84644
2017-06-25,45.97487
2017-06-26,33.19683
2017-06-27,27.28711
2017-06-28,23.53652
2017-06-29,25.01628
2017-06-30,27.42671
2017-07-01,23.6389
2017-07-02,23.46207
2017-07-03,14.49046
2017-07-04,13.62494
2017-07-05,13.91344
2017-07-06,13.9879
2017-07-07,15.40251
2017-07-08,17.95253
