period,ratio
2017-07-26,100.0
2017-07-27,78.93552
2017-07-28,63.92335
2017-07-29,58.01094
2017-07-30,49.59854
2017-07-31,43.04136
2017-08-01,32.45133
2017-08-02,22.45742
2017-08-03,17.03163
2017-08-04,14.60462
2017-08-05,15.15815
2017-08-06,14.83576
2017-08-07,10.82116
2017-08-08,9.77493
2017-08-09,7.29318
2017-08-10,7.39659
2017-08-11,7.95012
2017-08-12,8.6253
2017-08-13,14.7871
2017-08-14,14.30656
2017-08-15,28.22992
2017-08-16,18.00486
2017-08-17,12.43917
2017-08-18,10.22506
2017-08-19,11.51459
2017-08-20,12.08637
2017-08-21,8.63138
2017-08-22,6.48418
2017-08-23,6.53892
2017-08-24,8.01703
2017-08-25,7.53649
2017-08-26,8.27858
