period,ratio
2017-04-26,100.0
2017-04-27,30.02939
2017-04-28,26.16052
2017-04-29,35.4287
2017-04-30,31.01933
2017-05-01,23.64517
2017-05-02,17.46326
2017-05-03,19.78566
2017-05-04,12.39639
2017-05-05,11.45559
2017-05-06,9.90408
2017-05-07,7.75915
2017-05-08,5.85378
2017-05-09,5.52206
2017-05-10,2.90934
2017-05-11,2.38197
2017-05-12,2.48241
2017-05-13,8.78707
2017-05-14,5.87754
2017-05-15,3.30928
2017-05-16,2.07563
2017-05-17,2.46927
2017-05-18,1.53512
2017-05-19,1.93956
2017-05-20,2.39439
2017-05-21,1.53782
2017-05-22,1.05023
2017-05-23,0.89652
2017-05-24,0.9192
2017-05-25,0.95574
2017-05-26,0.9435
