period,ratio
2018-02-01,78.86899
2018-02-02,82.0293
2018-02-03,100.0
2018-02-04,97.85002
2018-02-05,56.02375
2018-02-06,51.21145
2018-02-07,54.43401
2018-02-08,34.28461
2018-02-09,30.92319
2018-02-10,32.07718
2018-02-11,29.16108
2018-02-12,18.30588
2018-02-13,14.17352
2018-02-14,11.42501
2018-02-15,9.81133
2018-02-16,9.86879
2018-02-17,12.44972
2018-02-18,15.24612
2018-02-19,10.05554
2018-02-20,5.31028
2018-02-21,5.33901
2018-02-22,4.11319
2018-02-23,3.91687
2018-02-24,4.75483
2018-02-25,4.43401
2018-02-26,3.7828
2018-02-27,3.73012
2018-02-28,3.25608
2018-03-01,3.60084
