period,ratio
2017-01-04,77.5779
2017-01-05,73.13264
2017-01-06,68.16803
2017-01-07,81.61779
2017-01-08,100.0
2017-01-09,51.29883
2017-01-10,41.86689
2017-01-11,33.12252
2017-01-12,27.98694
2017-01-13,32.2309
2017-01-14,37.53745
2017-01-15,27.09715
2017-01-16,15.28357
2017-01-17,12.05165
2017-01-18,13.08484
2017-01-19,6.82875
2017-01-20,6.60998
2017-01-21,7.30214
2017-01-22,7.93547
2017-01-23,4.17961
2017-01-24,2.88905
2017-01-25,2.81367
2017-01-26,3.10138
2017-01-27,3.6336
2017-01-28,3.41207
2017-01-29,3.47918
2017-01-30,3.55547
2017-01-31,2.10313
2017-02-01,1.73453
2017-02-02,4.9021
2017-02-03,8.00992
2017-02-04,57.62478
