period,ratio
2017-05-09,100.0
2017-05-10,38.40293
2017-05-11,36.29559
2017-05-12,38.69865
2017-05-13,80.00253
2017-05-14,58.00952
2017-05-15,26.94738
2017-05-16,25.78192
2017-05-17,17.99557
2017-05-18,19.0088
2017-05-19,12.78432
2017-05-20,13.73096
2017-05-21,12.26106
2017-05-22,10.06572
2017-05-23,6.73109
2017-05-24,6.78818
2017-05-25,40.79964
2017-05-26,66.99621
2017-05-27,68.05305
2017-05-28,76.38011
2017-05-29,45.78414
2017-05-30,22.23719
2017-05-31,22.42113
2017-06-01,14.47304
2017-06-02,13.56922
2017-06-03,17.82908
2017-06-04,35.43538
2017-06-05,13.37101
2017-06-06,17.14725
2017-06-07,9.12146
2017-06-08,7.15763
2017-06-09,7.19807
