period,ratio
2017-07-13,21.60055
2017-07-14,28.23469
2017-07-15,45.4315
2017-07-16,53.66873
2017-07-17,44.25294
2017-07-18,36.95349
2017-07-19,55.10074
2017-07-20,66.84197
2017-07-21,38.10036
2017-07-22,37.58078
2017-07-23,43.51159
2017-07-24,28.65923
2017-07-25,24.31884
2017-07-26,100.0
2017-07-27,42.72589
2017-07-28,37.45406
2017-07-29,35.5088
2017-07-30,27.14484
2017-07-31,40.147
2017-08-01,20.1432
2017-08-02,23.28602
2017-08-03,33.56355
2017-08-04,15.91686
2017-08-05,32.32796
2017-08-06,15.04878
2017-08-07,7.31846
2017-08-08,5.47459
2017-08-09,4.89164
2017-08-10,8.56672
2017-08-11,5.43023
2017-08-12,4.87897
2017-08-13,5.9308
