period,ratio
2017-02-09,58.50938
2017-02-10,72.39621
2017-02-11,100.0
2017-02-12,87.62741
2017-02-13,50.96026
2017-02-14,37.95981
2017-02-15,35.29324
2017-02-16,33.46136
2017-02-17,38.96439
2017-02-18,49.39429
2017-02-19,44.79243
2017-02-20,34.96085
2017-02-21,29.84192
2017-02-22,26.77648
2017-02-23,27.91401
2017-02-24,26.39976
2017-02-25,27.69242
2017-02-26,25.60939
2017-02-27,24.53833
2017-02-28,27.24183
2017-03-01,28.98507
2017-03-02,13.355
2017-03-03,13.9607
2017-03-04,21.99734
2017-03-05,30.81695
2017-03-06,12.94873
2017-03-07,10.55547
2017-03-08,11.07992
2017-03-09,10.65149
