period,ratio
2017-03-29,100.0
2017-03-30,8.4525
2017-03-31,7.418
2017-04-01,17.48647
2017-04-02,8.94356
2017-04-03,4.7755
2017-04-04,4.31317
2017-04-05,4.76128
2017-04-06,3.68846
2017-04-07,3.31668
2017-04-08,3.94966
2017-04-09,3.44569
2017-04-10,1.93565
2017-04-11,1.5839
2017-04-12,2.24677
2017-04-13,1.40613
2017-04-14,1.20022
2017-04-15,1.32734
2017-04-16,1.03914
2017-04-17,0.60831
2017-04-18,0.49236
2017-04-19,0.54213
2017-04-20,2.97538
2017-04-21,7.66251
2017-04-22,10.67475
2017-04-23,7.68689
2017-04-24,4.80916
2017-04-25,3.74012
2017-04-26,3.7645
2017-04-27,3.00135
2017-04-28,2.71534
2017-04-29,3.24659
