period,ratio
2017-07-20,0.357
2017-07-21,0.52275
2017-07-22,0.306
2017-07-23,0.82876
2017-07-24,32.83182
2017-07-25,34.88461
2017-07-26,100.0
2017-07-27,52.04641
2017-07-28,61.48157
2017-07-29,32.93382
2017-07-30,28.90475
2017-07-31,11.24569
2017-08-01,0.29325
2017-08-02,0.1785
2017-08-03,0.255
2017-08-04,0.2295
2017-08-05,0.06375
2017-08-06,0.0765
2017-08-07,0.0765
2017-08-08,0.06375
2017-08-09,0.0765
2017-08-12,0.306
2017-08-13,0.08925
2017-08-14,0.153
2017-08-15,0.11475
2017-08-16,0.06375
2017-08-17,0.08925
