period,ratio
2016-12-28,95.54297
2016-12-29,97.07817
2016-12-30,100.0
2016-12-31,98.78316
2017-01-01,88.29854
2017-01-02,95.41563
2017-01-03,79.14396
2017-01-04,92.05518
2017-01-05,62.98549
2017-01-06,78.71241
2017-01-07,84.25893
2017-01-08,79.59674
2017-01-09,55.16802
2017-01-10,33.53378
2017-01-11,29.53661
2017-01-12,26.52281
2017-01-13,32.43013
2017-01-14,27.14538
2017-01-15,24.84612
2017-01-16,6.89777
2017-01-17,4.25893
2017-01-18,3.85567
2017-01-19,3.04209
2017-01-20,3.07039
2017-01-21,3.17651
2017-01-22,3.11284
2017-01-23,2.96427
2017-01-24,2.44782
2017-01-25,2.74495
2017-01-26,3.61513
2017-01-27,3.70003
2017-01-28,4.43579
