period,ratio
2017-04-05,100.0
2017-04-06,36.86931
2017-04-07,34.91593
2017-04-08,59.84983
2017-04-09,40.91
2017-04-10,22.53224
2017-04-11,17.26054
2017-04-12,11.96524
2017-04-13,10.3609
2017-04-14,12.32331
2017-04-15,13.41484
2017-04-16,11.18597
2017-04-17,7.66433
2017-04-18,6.10024
2017-04-19,5.65266
2017-04-20,3.74022
2017-04-21,4.02889
2017-04-22,4.62497
2017-04-23,3.95256
2017-04-24,2.59386
2017-04-25,2.28507
2017-04-26,1.9742
2017-04-27,1.98322
2017-04-28,2.29201
2017-04-29,3.22603
2017-04-30,2.51962
2017-05-01,2.02763
2017-05-02,3.89843
2017-05-03,6.22861
2017-05-04,5.79075
2017-05-05,6.70117
