period,ratio
2017-01-25,21.53594
2017-01-26,25.26143
2017-01-27,56.4379
2017-01-28,46.33986
2017-01-29,27.15686
2017-01-30,72.90849
2017-01-31,100.0
2017-02-01,68.39869
2017-02-02,93.49673
2017-02-03,74.05228
2017-02-04,93.66013
2017-02-05,84.47712
2017-02-06,28.30065
2017-02-07,15.68627
2017-02-08,15.91503
2017-02-09,13.92156
2017-02-10,15.62091
2017-02-11,18.82352
2017-02-12,20.29411
2017-02-13,19.70588
2017-02-14,18.23529
2017-02-15,18.43137
2017-02-16,16.9281
2017-02-17,17.12418
2017-02-18,19.3464
2017-02-19,17.94117
2017-02-20,15.16339
2017-02-21,16.04575
2017-02-22,19.70588
2017-02-23,17.35294
2017-02-24,16.53594
2017-02-25,14.90196
