period,ratio
2018-01-18,62.14551
2018-01-19,77.60492
2018-01-20,92.33511
2018-01-21,74.65564
2018-01-22,100.0
2018-01-23,71.88462
2018-01-24,56.32798
2018-01-25,43.91508
2018-01-26,37.9517
2018-01-27,52.45503
2018-01-28,54.43202
2018-01-29,11.60265
2018-01-30,6.80602
2018-01-31,6.95187
2018-02-01,5.7365
2018-02-02,7.01669
2018-02-03,10.50072
2018-02-04,8.94506
2018-02-05,4.53735
2018-02-06,3.74331
2018-02-07,3.33819
2018-02-08,3.06271
2018-02-09,4.55355
2018-02-10,5.99578
2018-02-11,6.0444
2018-02-12,4.78042
2018-02-13,4.6994
2018-02-14,5.75271
2018-02-15,9.59325
2018-02-16,8.11861
2018-02-17,7.63247
2018-02-18,6.62777
