period,ratio
2018-02-28,100.0
2018-03-01,26.58348
2018-03-02,15.95147
2018-03-03,14.11674
2018-03-04,11.55411
2018-03-05,7.32577
2018-03-06,6.24158
2018-03-07,5.39211
2018-03-08,4.82227
2018-03-09,4.83578
2018-03-10,5.59946
2018-03-11,4.94274
2018-03-12,3.75487
2018-03-13,3.35004
2018-03-14,2.99484
2018-03-15,2.75647
2018-03-16,2.66448
2018-03-17,2.78932
2018-03-18,2.67762
2018-03-19,2.59001
2018-03-20,2.2319
2018-03-21,2.11033
2018-03-22,1.97308
2018-03-23,2.52977
2018-03-24,5.60749
2018-03-25,6.73658
2018-03-26,4.62186
2018-03-27,3.75049
2018-03-28,3.48072
