period,ratio
2017-10-03,52.95538
2017-10-04,57.57791
2017-10-05,84.68314
2017-10-06,100.0
2017-10-07,77.19996
2017-10-08,74.6282
2017-10-09,62.53196
2017-10-10,23.31154
2017-10-11,20.12408
2017-10-12,21.67755
2017-10-13,25.75068
2017-10-14,36.10874
2017-10-15,33.6696
2017-10-16,10.97376
2017-10-17,16.15042
2017-10-18,15.40683
2017-10-19,28.56398
2017-10-20,16.59562
2017-10-21,22.10855
2017-10-22,22.35009
2017-10-23,10.24912
2017-10-24,15.22686
2017-10-25,16.08885
2017-10-26,9.79918
2017-10-27,10.6517
2017-10-28,14.34119
2017-10-29,14.1328
2017-10-30,4.16785
2017-10-31,3.56635
2017-11-01,3.85526
2017-11-02,4.48043
2017-11-03,7.15638
