period,ratio
2018-02-14,100.0
2018-02-15,61.41957
2018-02-16,73.05724
2018-02-17,63.80939
2018-02-18,40.79612
2018-02-19,20.86106
2018-02-20,13.64223
2018-02-21,11.10343
2018-02-22,10.27055
2018-02-23,12.04042
2018-02-24,12.76044
2018-02-25,10.96746
2018-02-26,7.17798
2018-02-27,6.04444
2018-02-28,4.36477
2018-03-01,3.59808
2018-03-02,2.2783
2018-03-03,2.47755
2018-03-04,2.08579
2018-03-05,1.39
2018-03-06,1.30676
2018-03-07,15.1258
2018-03-08,20.71342
2018-03-09,14.50249
2018-03-10,30.21706
2018-03-11,15.50657
2018-03-12,8.07526
2018-03-13,6.19769
2018-03-14,5.28044
