period,ratio
2017-09-27,77.7379
2017-09-28,74.77379
2017-09-29,83.83775
2017-09-30,90.0624
2017-10-01,100.0
2017-10-02,90.078
2017-10-03,67.86271
2017-10-04,67.12948
2017-10-05,70.76443
2017-10-06,82.5897
2017-10-07,70.0312
2017-10-08,72.35569
2017-10-09,70.2184
2017-10-10,53.77535
2017-10-11,43.08892
2017-10-12,30.62402
2017-10-13,29.09516
2017-10-14,30.54602
2017-10-15,30.51482
2017-10-16,23.51014
2017-10-17,50.90483
2017-10-18,49.87519
2017-10-19,26.83307
2017-10-20,27.42589
2017-10-21,25.66302
2017-10-22,37.03588
2017-10-23,22.85491
2017-10-24,20.26521
2017-10-25,19.07956
2017-10-26,15.78783
2017-10-27,16.81747
