period,ratio
2016-12-21,9.88213
2016-12-22,10.00302
2016-12-23,16.01692
2016-12-24,21.69839
2016-12-25,21.72861
2016-12-26,33.24267
2016-12-27,45.87488
2016-12-28,61.37805
2016-12-29,53.27893
2016-12-30,59.89724
2016-12-31,59.65548
2017-01-01,64.46056
2017-01-02,90.66183
2017-01-03,80.77969
2017-01-04,91.68933
2017-01-05,84.34572
2017-01-06,100.0
2017-01-07,92.71683
2017-01-08,88.72771
2017-01-09,55.45482
2017-01-10,31.03656
2017-01-11,25.92928
2017-01-12,24.14626
2017-01-13,25.29465
2017-01-14,29.9184
2017-01-15,27.65185
2017-01-16,22.90722
2017-01-17,20.85222
2017-01-18,19.0692
2017-01-19,18.49501
2017-01-20,18.34391
2017-01-21,20.64067
