period,ratio
2017-06-08,100.0
2017-06-09,16.92332
2017-06-10,21.85023
2017-06-11,35.69947
2017-06-12,13.2564
2017-06-13,7.93817
2017-06-14,6.74089
2017-06-15,6.89195
2017-06-16,7.24178
2017-06-17,9.27512
2017-06-18,7.10761
2017-06-19,4.76223
2017-06-20,3.58236
2017-06-21,3.18428
2017-06-22,2.76552
2017-06-23,2.96313
2017-06-24,4.4657
2017-06-25,4.28973
2017-06-26,2.68518
2017-06-27,2.36068
2017-06-28,2.07546
2017-06-29,1.97158
2017-06-30,1.67685
2017-07-01,1.6892
2017-07-02,1.55229
2017-07-03,1.10397
2017-07-04,0.98901
2017-07-05,67.69561
2017-07-06,23.10019
2017-07-07,6.33679
2017-07-08,9.02768
