period,ratio
2017-06-06,100.0
2017-06-07,26.33798
2017-06-08,16.54992
2017-06-09,16.16827
2017-06-10,19.4487
2017-06-11,16.89438
2017-06-12,8.28734
2017-06-13,5.76659
2017-06-14,6.08052
2017-06-15,5.0329
2017-06-16,5.39296
2017-06-17,8.07492
2017-06-18,7.13131
2017-06-19,3.79616
2017-06-20,2.87063
2017-06-21,2.36338
2017-06-22,2.10077
2017-06-23,2.60553
2017-06-24,4.81483
2017-06-25,4.34557
2017-06-26,2.00638
2017-06-27,1.64903
2017-06-28,1.30367
2017-06-29,1.07701
2017-06-30,1.08096
2017-07-01,1.4391
2017-07-02,1.60743
2017-07-03,1.01743
2017-07-04,0.9141
2017-07-05,0.81666
2017-07-06,0.72757
