period,ratio
2017-01-18,100.0
2017-01-19,19.80009
2017-01-20,18.73864
2017-01-21,22.09531
2017-01-22,24.47911
2017-01-23,23.49252
2017-01-24,13.23625
2017-01-25,14.06131
2017-01-26,17.01973
2017-01-27,23.44688
2017-01-28,57.3989
2017-01-29,45.91527
2017-01-30,57.86943
2017-01-31,23.75926
2017-02-01,15.44335
2017-02-02,13.69172
2017-02-03,12.14299
2017-02-04,16.47658
2017-02-05,16.70241
2017-02-06,11.15371
2017-02-07,10.24446
2017-02-08,10.46848
2017-02-09,7.81098
2017-02-10,8.20698
2017-02-11,10.8737
2017-02-12,9.96648
2017-02-13,6.38837
2017-02-14,5.68988
2017-02-15,5.89187
2017-02-16,5.88951
2017-02-17,5.5696
2017-02-18,6.8915
