period,ratio
2017-11-08,100.0
2017-11-09,29.34903
2017-11-10,22.67742
2017-11-11,44.00324
2017-11-12,27.31224
2017-11-13,18.1436
2017-11-14,16.893
2017-11-15,20.18576
2017-11-16,14.53394
2017-11-17,15.01814
2017-11-18,20.34768
2017-11-19,17.31594
2017-11-20,11.64294
2017-11-21,8.72938
2017-11-22,9.46298
2017-11-23,7.56382
2017-11-24,8.08482
2017-11-25,12.09105
2017-11-26,10.38158
2017-11-27,6.09594
2017-11-28,5.54943
2017-11-29,5.67595
2017-11-30,4.28668
2017-12-01,3.26082
2017-12-02,4.33805
2017-12-03,3.68411
2017-12-04,2.26534
2017-12-05,1.77107
2017-12-06,2.4146
2017-12-07,2.32834
2017-12-08,2.67787
