period,ratio
2017-01-25,89.31394
2017-01-26,89.61324
2017-01-27,85.29205
2017-01-28,88.97722
2017-01-29,100.0
2017-01-30,90.84786
2017-01-31,70.19595
2017-02-01,41.93985
2017-02-02,34.96235
2017-02-03,41.0513
2017-02-04,72.3238
2017-02-05,69.83585
2017-02-06,28.74713
2017-02-07,22.74704
2017-02-08,19.62306
2017-02-09,15.80694
2017-02-10,16.16704
2017-02-11,22.27002
2017-02-12,23.55609
2017-02-13,12.21531
2017-02-14,10.05471
2017-02-15,8.84815
2017-02-16,7.76785
2017-02-17,15.3954
2017-02-18,24.69718
2017-02-19,24.40723
2017-02-20,13.78665
2017-02-21,11.757
2017-02-22,13.02904
2017-02-23,10.94794
2017-02-24,13.2769
2017-02-25,16.55988
