period,ratio
2017-02-08,100.0
2017-02-09,24.31208
2017-02-10,23.64956
2017-02-11,27.4972
2017-02-12,31.0595
2017-02-13,17.25693
2017-02-14,14.3049
2017-02-15,14.06263
2017-02-16,8.57019
2017-02-17,8.10058
2017-02-18,9.65812
2017-02-19,9.08631
2017-02-20,4.75528
2017-02-21,4.28509
2017-02-22,6.94663
2017-02-23,2.95203
2017-02-24,2.59207
2017-02-25,2.83836
2017-02-26,2.67761
2017-02-27,1.09481
2017-02-28,0.82842
2017-03-01,1.06725
2017-03-02,0.65218
2017-03-03,0.64471
2017-03-04,0.85311
2017-03-05,0.76125
2017-03-06,0.54769
2017-03-07,0.51496
2017-03-08,0.53506
