period,ratio
2017-07-05,55.26918
2017-07-06,57.0346
2017-07-07,60.41553
2017-07-08,59.44122
2017-07-09,51.44689
2017-07-10,72.16971
2017-07-11,65.36619
2017-07-12,70.98721
2017-07-13,64.4585
2017-07-14,74.36399
2017-07-15,74.04338
2017-07-16,81.65466
2017-07-17,58.37531
2017-07-18,46.52954
2017-07-19,53.1665
2017-07-20,78.24041
2017-07-21,42.65312
2017-07-22,42.39913
2017-07-23,49.90215
2017-07-24,40.33393
2017-07-25,32.1314
2017-07-26,100.0
2017-07-27,56.44751
2017-07-28,57.40933
2017-07-29,39.43456
2017-07-30,34.24241
2017-07-31,42.65312
2017-08-01,27.63875
2017-08-02,39.72602
2017-08-03,57.20531
2017-08-04,19.1406
2017-08-05,13.41966
