period,ratio
2017-11-02,92.90952
2017-11-03,100.0
2017-11-04,81.50633
2017-11-05,70.17772
2017-11-06,59.66318
2017-11-07,56.42555
2017-11-08,46.97986
2017-11-09,35.01118
2017-11-10,29.31891
2017-11-11,31.20183
2017-11-12,32.35147
2017-11-13,22.88093
2017-11-14,21.37708
2017-11-15,18.38801
2017-11-16,16.15088
2017-11-17,14.73402
2017-11-18,17.36266
2017-11-19,17.85359
2017-11-20,12.03703
2017-11-21,9.68804
2017-11-22,10.48347
2017-11-23,9.27168
2017-11-24,10.06711
2017-11-25,9.72532
2017-11-26,10.06089
2017-11-27,10.46482
2017-11-28,9.89932
2017-11-29,11.05518
2017-11-30,19.18965
2017-12-01,72.72557
2017-12-02,75.40392
