period,ratio
2017-04-12,100.0
2017-04-13,41.51423
2017-04-14,41.83267
2017-04-15,73.34672
2017-04-16,55.19217
2017-04-17,36.75343
2017-04-18,29.01932
2017-04-19,25.11108
2017-04-20,24.76487
2017-04-21,30.00148
2017-04-22,38.72699
2017-04-23,38.80753
2017-04-24,26.27929
2017-04-25,22.77465
2017-04-26,27.31051
2017-04-27,17.36309
2017-04-28,17.90091
2017-04-29,21.34724
2017-04-30,27.91405
2017-05-01,16.66882
2017-05-02,18.64424
2017-05-03,18.41004
2017-05-04,11.26467
2017-05-05,10.00111
2017-05-06,8.7505
2017-05-07,7.95441
2017-05-08,20.97048
2017-05-09,48.29858
2017-05-10,27.33087
2017-05-11,20.44562
2017-05-12,20.07535
