period,ratio
2017-07-26,100.0
2017-07-27,43.13885
2017-07-28,25.71646
2017-07-29,21.78295
2017-07-30,19.05516
2017-07-31,14.03828
2017-08-01,10.65437
2017-08-02,10.30241
2017-08-03,8.53365
2017-08-04,6.54864
2017-08-05,7.40209
2017-08-06,7.07342
2017-08-07,5.3884
2017-08-08,4.7093
2017-08-09,3.53846
2017-08-10,4.71564
2017-08-11,2.88513
2017-08-12,3.28603
2017-08-13,5.26858
2017-08-14,3.16984
2017-08-15,2.98339
2017-08-16,2.23445
2017-08-17,1.5195
2017-08-18,1.4898
2017-08-19,1.53739
2017-08-20,5.43835
2017-08-21,1.45437
2017-08-22,0.94736
2017-08-23,0.95292
2017-08-24,1.7468
2017-08-25,0.63703
2017-08-26,0.64236
