period,ratio
2017-12-21,55.87381
2017-12-22,66.28083
2017-12-23,100.0
2017-12-24,92.73028
2017-12-25,76.83988
2017-12-26,65.13371
2017-12-27,52.18713
2017-12-28,39.49968
2017-12-29,43.84285
2017-12-30,57.01057
2017-12-31,53.14421
2018-01-01,50.02073
2018-01-02,43.07235
2018-01-03,46.49644
2018-01-04,25.71349
2018-01-05,22.6211
2018-01-06,30.98956
2018-01-07,29.83553
2018-01-08,19.20392
2018-01-09,16.22209
2018-01-10,19.53907
2018-01-11,14.6569
2018-01-12,19.68765
2018-01-13,20.47543
2018-01-14,12.26245
2018-01-15,6.38518
2018-01-16,7.87782
2018-01-17,5.18623
2018-01-18,5.10676
2018-01-19,5.05148
2018-01-20,5.99474
2018-01-21,8.15078
