period,ratio
2017-09-07,27.93685
2017-09-08,56.27753
2017-09-09,100.0
2017-09-10,76.90895
2017-09-11,22.72393
2017-09-12,18.97944
2017-09-13,14.42731
2017-09-14,15.34508
2017-09-15,29.00146
2017-09-16,58.18649
2017-09-17,48.09104
2017-09-18,11.12334
2017-09-19,9.9486
2017-09-20,8.40675
2017-09-21,9.17767
2017-09-22,21.69603
2017-09-23,48.49486
2017-09-24,45.48458
2017-09-25,7.48898
2017-09-26,7.23201
2017-09-27,2.86343
2017-09-28,3.01027
2017-09-29,4.25844
2017-09-30,5.72687
2017-10-01,6.68135
2017-10-02,4.14831
2017-10-03,3.19383
2017-10-04,2.49632
2017-10-05,3.04698
2017-10-06,3.48751
2017-10-07,3.56093
