period,ratio
2018-01-03,53.25772
2018-01-04,58.74815
2018-01-05,55.4768
2018-01-06,71.25565
2018-01-07,78.24546
2018-01-08,85.01172
2018-01-09,60.62919
2018-01-10,74.6197
2018-01-11,66.12507
2018-01-12,84.17207
2018-01-13,100.0
2018-01-14,52.70704
2018-01-15,44.69767
2018-01-16,44.62679
2018-01-17,69.1947
2018-01-18,51.00049
2018-01-19,37.33711
2018-01-20,56.19649
2018-01-21,44.36508
2018-01-22,35.88681
2018-01-23,23.48835
2018-01-24,24.41524
2018-01-25,15.16275
2018-01-26,13.10724
2018-01-27,20.5932
2018-01-28,23.7228
2018-01-29,4.22005
2018-01-30,1.79924
2018-01-31,1.87012
2018-02-01,2.34992
2018-02-02,2.81882
2018-02-03,5.11967
