period,ratio
2017-04-20,90.93353
2017-04-21,100.0
2017-04-22,97.72378
2017-04-23,92.72954
2017-04-24,75.49942
2017-04-25,71.24471
2017-04-26,51.32539
2017-04-27,43.56511
2017-04-28,41.99001
2017-04-29,38.51325
2017-04-30,40.91432
2017-05-01,38.12908
2017-05-02,34.12408
2017-05-03,28.46715
2017-05-04,23.93392
2017-05-05,20.87975
2017-05-06,19.73684
2017-05-07,21.92662
2017-05-08,19.76565
2017-05-09,19.58317
2017-05-10,14.06069
2017-05-11,15.39569
2017-05-12,14.66577
2017-05-13,17.4222
2017-05-14,18.20975
2017-05-15,15.04033
2017-05-16,28.3519
2017-05-17,23.42489
2017-05-18,21.72493
2017-05-19,18.73799
2017-05-20,24.99039
