period,ratio
2018-02-08,18.26641
2018-02-09,47.90756
2018-02-10,73.88859
2018-02-11,67.51026
2018-02-12,49.56489
2018-02-13,53.93227
2018-02-14,80.31582
2018-02-15,65.87249
2018-02-16,74.9397
2018-02-17,100.0
2018-02-18,59.91786
2018-02-19,34.45994
2018-02-20,22.27853
2018-02-21,22.11068
2018-02-22,32.39195
2018-02-23,26.40962
2018-02-24,25.43347
2018-02-25,21.40668
2018-02-26,16.95456
2018-02-27,16.19027
2018-02-28,30.03389
2018-03-01,9.8706
2018-03-02,7.42454
2018-03-03,7.61358
2018-03-04,6.12737
2018-03-05,1.64591
2018-03-06,0.87999
2018-03-07,0.88814
2018-03-08,0.79851
