period,ratio
2017-04-20,42.94249
2017-04-21,45.79192
2017-04-22,44.38444
2017-04-23,100.0
2017-04-24,32.70523
2017-04-25,26.00677
2017-04-26,15.74653
2017-04-27,14.93651
2017-04-28,14.95949
2017-04-29,18.29723
2017-04-30,29.3043
2017-05-01,22.99075
2017-05-02,20.68133
2017-05-03,15.28695
2017-05-04,11.59878
2017-05-05,10.76578
2017-05-06,10.40386
2017-05-07,9.92704
2017-05-08,7.37634
2017-05-09,6.6927
2017-05-10,5.16458
2017-05-11,7.28442
2017-05-12,8.32998
2017-05-13,12.48922
2017-05-14,12.98902
2017-05-15,9.81214
2017-05-16,7.63485
2017-05-17,7.6923
2017-05-18,5.84247
2017-05-19,5.88843
2017-05-20,7.02016
