period,ratio
2017-11-29,75.57784
2017-11-30,29.21796
2017-12-01,23.98852
2017-12-02,100.0
2017-12-03,31.4647
2017-12-04,18.84162
2017-12-05,16.11003
2017-12-06,16.01008
2017-12-07,12.36448
2017-12-08,11.75133
2017-12-09,14.25218
2017-12-10,12.04125
2017-12-11,6.99828
2017-12-12,6.77152
2017-12-13,7.51944
2017-12-14,6.0067
2017-12-15,40.85592
2017-12-16,54.3945
2017-12-17,42.53028
2017-12-18,31.14793
2017-12-19,21.31909
2017-12-20,22.23808
2017-12-21,15.57645
2017-12-22,13.10096
2017-12-23,15.52075
2017-12-24,19.71585
2017-12-25,18.76951
2017-12-26,9.89
2017-12-27,8.08734
2017-12-28,7.36329
2017-12-29,7.77355
