period,ratio
2018-01-03,85.07962
2018-01-04,81.32326
2018-01-05,81.17222
2018-01-06,100.0
2018-01-07,86.02199
2018-01-08,53.41323
2018-01-09,44.33426
2018-01-10,36.16483
2018-01-11,28.28107
2018-01-12,31.13774
2018-01-13,39.30389
2018-01-14,32.43802
2018-01-15,20.18387
2018-01-16,16.63766
2018-01-17,12.6219
2018-01-18,10.80939
2018-01-19,11.80101
2018-01-20,14.24725
2018-01-21,11.86668
2018-01-22,9.02971
2018-01-23,7.39451
2018-01-24,6.95452
2018-01-25,5.94319
2018-01-26,5.71663
2018-01-27,7.38138
2018-01-28,6.84945
2018-01-29,4.28172
2018-01-30,3.93695
2018-01-31,3.68084
2018-02-01,2.80742
2018-02-02,2.90592
2018-02-03,4.06501
