period,ratio
2017-09-07,4.14129
2017-09-08,29.1112
2017-09-09,100.0
2017-09-10,9.6828
2017-09-11,14.01428
2017-09-12,10.14962
2017-09-13,5.31652
2017-09-14,7.21268
2017-09-15,6.93081
2017-09-16,6.70013
2017-09-17,4.76871
2017-09-18,4.34398
2017-09-19,3.70427
2017-09-20,5.23394
2017-09-21,3.90856
2017-09-22,2.55634
2017-09-23,3.22904
2017-09-24,3.19355
2017-09-25,2.35046
2017-09-26,2.79589
2017-09-27,59.64947
2017-09-28,52.61105
2017-09-29,5.44619
2017-09-30,3.99273
2017-10-01,13.72195
2017-10-02,3.69608
2017-10-03,2.26014
2017-10-04,1.92914
2017-10-05,1.80857
2017-10-06,1.65524
2017-10-07,1.58244
