period,ratio
2017-10-12,100.0
2017-10-13,27.86705
2017-10-14,31.86697
2017-10-15,18.76234
2017-10-16,11.38344
2017-10-17,11.71796
2017-10-18,10.32521
2017-10-19,11.71213
2017-10-20,7.43817
2017-10-21,6.8029
2017-10-22,5.79132
2017-10-23,3.04494
2017-10-24,2.33557
2017-10-25,1.81277
2017-10-26,14.24642
2017-10-27,24.86292
2017-10-28,27.44677
2017-10-29,19.6233
2017-10-30,10.25695
2017-10-31,8.27897
2017-11-01,7.63447
2017-11-02,5.94461
2017-11-03,5.90283
2017-11-04,7.85456
2017-11-05,7.05798
2017-11-06,3.8012
2017-11-07,3.20941
2017-11-08,3.00899
2017-11-09,2.83164
2017-11-10,3.63916
2017-11-11,4.80379
2017-11-12,21.99507
