period,ratio
2017-04-27,9.16081
2017-04-28,6.61985
2017-04-29,5.38281
2017-04-30,6.31895
2017-05-01,6.15178
2017-05-02,6.28552
2017-05-03,100.0
2017-05-04,61.08324
2017-05-05,51.82213
2017-05-06,48.4119
2017-05-07,51.15346
2017-05-08,12.33701
2017-05-09,5.08191
2017-05-10,3.34336
2017-05-11,3.00902
2017-05-12,3.27649
2017-05-13,3.54396
2017-05-14,2.44065
2017-05-15,2.13975
2017-05-16,3.04246
2017-05-17,2.54095
2017-05-18,2.54095
2017-05-19,2.37378
2017-05-20,3.44366
2017-05-21,4.04546
2017-05-22,2.70812
2017-05-23,2.74155
2017-05-24,2.67469
2017-05-25,3.00902
2017-05-26,3.04246
2017-05-27,3.24306
