period,ratio
2017-01-25,100.0
2017-01-26,19.11891
2017-01-27,13.97618
2017-01-28,16.34984
2017-01-29,23.23122
2017-01-30,20.63236
2017-01-31,11.03777
2017-02-01,7.70395
2017-02-02,7.13479
2017-02-03,7.33646
2017-02-04,9.36792
2017-02-05,8.60502
2017-02-06,6.37395
2017-02-07,5.50198
2017-02-08,5.72512
2017-02-09,4.26782
2017-02-10,3.72894
2017-02-11,4.18638
2017-02-12,4.00999
2017-02-13,2.37248
2017-02-14,1.63163
2017-02-15,1.45671
2017-02-16,1.58371
2017-02-17,1.55431
2017-02-18,1.73011
2017-02-19,1.62281
2017-02-20,1.41231
2017-02-21,1.11715
2017-02-22,1.28031
2017-02-23,1.02366
2017-02-24,1.17124
2017-02-25,1.39556
