period,ratio
2017-10-19,100.0
2017-10-20,16.42863
2017-10-21,25.91009
2017-10-22,28.14002
2017-10-23,10.27903
2017-10-24,12.12949
2017-10-25,9.78245
2017-10-26,5.65301
2017-10-27,5.25578
2017-10-28,5.77679
2017-10-29,4.90949
2017-10-30,2.86345
2017-10-31,14.64289
2017-11-01,14.82616
2017-11-02,11.88401
2017-11-03,10.19533
2017-11-04,16.71481
2017-11-05,12.44635
2017-11-06,7.13212
2017-11-07,4.63124
2017-11-08,4.06327
2017-11-09,3.04463
2017-11-10,3.23166
2017-11-11,4.53564
2017-11-12,4.19498
2017-11-13,2.27168
2017-11-14,2.18881
2017-11-15,2.15666
2017-11-16,1.7442
2017-11-17,1.88572
2017-11-18,2.80062
2017-11-19,2.76096
