period,ratio
2017-08-30,95.77184
2017-08-31,75.94454
2017-09-01,70.27875
2017-09-02,100.0
2017-09-03,83.74777
2017-09-04,53.33401
2017-09-05,41.38591
2017-09-06,41.19597
2017-09-07,27.84969
2017-09-08,35.67191
2017-09-09,43.71329
2017-09-10,34.40084
2017-09-11,16.57657
2017-09-12,12.71221
2017-09-13,7.66297
2017-09-14,8.69152
2017-09-15,8.74265
2017-09-16,17.85056
2017-09-17,44.26555
2017-09-18,4.59778
2017-09-19,5.43932
2017-09-20,3.64667
2017-09-21,2.43841
2017-09-22,2.26017
2017-09-23,2.62396
2017-09-24,2.27624
2017-09-25,1.51067
2017-09-26,1.4011
2017-09-27,1.45077
2017-09-28,1.28276
2017-09-29,1.47123
2017-09-30,1.73859
