period,ratio
2017-10-19,58.21547
2017-10-20,93.99588
2017-10-21,100.0
2017-10-22,83.68475
2017-10-23,79.85343
2017-10-24,87.46464
2017-10-25,77.38493
2017-10-26,20.08228
2017-10-27,12.61249
2017-10-28,12.53535
2017-10-29,10.51684
2017-10-30,8.85831
2017-10-31,7.82977
2017-11-01,10.07971
2017-11-02,8.13833
2017-11-03,4.96271
2017-11-04,4.73129
2017-11-05,4.4613
2017-11-06,3.39418
2017-11-07,3.22705
2017-11-08,3.54847
2017-11-09,7.4055
2017-11-10,8.11262
2017-11-11,18.71946
2017-11-12,9.91257
2017-11-13,7.62406
2017-11-14,6.14553
2017-11-15,5.36127
2017-11-16,4.1913
2017-11-17,3.61275
2017-11-18,4.70557
2017-11-19,10.50398
