period,ratio
2018-02-14,100.0
2018-02-15,48.78655
2018-02-16,38.80343
2018-02-17,45.09401
2018-02-18,30.47417
2018-02-19,19.18155
2018-02-20,13.22033
2018-02-21,10.84878
2018-02-22,9.57806
2018-02-23,10.46427
2018-02-24,12.27937
2018-02-25,10.87635
2018-02-26,8.24255
2018-02-27,7.14728
2018-02-28,7.44791
2018-03-01,7.61742
2018-03-02,4.75527
2018-03-03,5.83613
2018-03-04,5.00086
2018-03-05,3.06341
2018-03-06,2.20554
2018-03-07,2.01041
2018-03-08,1.78285
2018-03-09,2.05912
2018-03-10,2.72011
2018-03-11,2.54466
2018-03-12,1.52284
2018-03-13,1.42698
2018-03-14,1.2939
