period,ratio
2017-05-09,100.0
2017-05-10,38.86753
2017-05-11,32.30003
2017-05-12,31.9577
2017-05-13,42.53314
2017-05-14,38.95964
2017-05-15,23.23827
2017-05-16,16.90359
2017-05-17,15.38846
2017-05-18,15.97014
2017-05-19,20.36104
2017-05-20,25.52365
2017-05-21,26.22646
2017-05-22,15.3094
2017-05-23,13.17778
2017-05-24,10.46157
2017-05-25,8.99286
2017-05-26,9.2293
2017-05-27,13.21332
2017-05-28,14.29908
2017-05-29,12.11233
2017-05-30,8.21825
2017-05-31,9.98723
2017-06-01,9.83637
2017-06-02,8.69476
2017-06-03,15.4842
2017-06-04,13.95746
2017-06-05,8.03693
2017-06-06,9.85885
2017-06-07,6.01337
2017-06-08,4.74411
2017-06-09,4.57149
