period,ratio
2017-11-22,100.0
2017-11-23,42.87689
2017-11-24,41.01544
2017-11-25,92.64859
2017-11-26,46.47081
2017-11-27,28.40203
2017-11-28,23.51127
2017-11-29,25.3434
2017-11-30,21.39731
2017-12-01,20.59737
2017-12-02,28.86674
2017-12-03,23.75042
2017-12-04,14.54639
2017-12-05,12.14917
2017-12-06,10.65562
2017-12-07,10.24575
2017-12-08,13.13176
2017-12-09,20.05445
2017-12-10,14.71472
2017-12-11,9.23813
2017-12-12,7.80681
2017-12-13,7.67066
2017-12-14,6.12275
2017-12-15,6.3607
2017-12-16,8.55144
2017-12-17,9.04237
2017-12-18,5.06481
2017-12-19,4.52381
2017-12-20,3.44561
2017-12-21,11.11317
2017-12-22,18.70611
