period,ratio
2018-02-22,42.51365
2018-02-23,100.0
2018-02-24,39.7921
2018-02-25,35.3539
2018-02-26,30.65816
2018-02-27,29.50185
2018-02-28,37.04981
2018-03-01,28.50508
2018-03-02,19.45392
2018-03-03,22.84264
2018-03-04,20.45052
2018-03-05,10.71353
2018-03-06,7.88361
2018-03-07,6.05392
2018-03-08,5.41959
2018-03-09,5.17053
2018-03-10,7.64595
2018-03-11,7.95932
2018-03-12,3.94163
2018-03-13,2.90614
2018-03-14,2.45295
2018-03-15,2.15878
2018-03-16,2.08394
2018-03-17,2.83476
2018-03-18,3.26029
2018-03-19,2.03744
2018-03-20,1.28507
2018-03-21,1.06832
2018-03-22,0.85625
