period,ratio
2017-10-03,100.0
2017-10-04,97.11984
2017-10-05,72.71424
2017-10-06,58.92913
2017-10-07,44.41352
2017-10-08,30.36935
2017-10-09,26.63913
2017-10-10,12.04899
2017-10-11,8.8949
2017-10-12,8.76247
2017-10-13,7.4741
2017-10-14,12.01611
2017-10-15,8.37964
2017-10-16,5.56266
2017-10-17,4.51184
2017-10-18,5.14398
2017-10-19,4.21099
2017-10-20,3.76782
2017-10-21,4.58218
2017-10-22,4.59301
2017-10-23,2.80845
2017-10-24,3.00271
2017-10-25,2.32213
2017-10-26,2.17563
2017-10-27,4.32773
2017-10-28,2.93439
2017-10-29,2.69171
2017-10-30,1.7836
2017-10-31,1.57947
2017-11-01,1.38887
2017-11-02,1.25698
2017-11-03,1.39915
