period,ratio
2017-10-25,100.0
2017-10-26,16.36681
2017-10-27,13.32891
2017-10-28,18.67296
2017-10-29,18.43487
2017-10-30,10.82785
2017-10-31,10.34064
2017-11-01,7.89568
2017-11-02,7.13435
2017-11-03,7.15371
2017-11-04,8.17871
2017-11-05,11.04224
2017-11-06,5.32281
2017-11-07,4.46115
2017-11-08,4.35965
2017-11-09,4.30204
2017-11-10,3.8133
2017-11-11,8.20288
2017-11-12,5.46421
2017-11-13,2.8701
2017-11-14,2.24501
2017-11-15,2.29852
2017-11-16,2.49788
2017-11-17,2.3417
2017-11-18,3.46432
2017-11-19,4.75052
2017-11-20,2.37256
2017-11-21,1.59129
2017-11-22,1.41563
2017-11-23,1.38277
2017-11-24,1.41363
2017-11-25,1.85402
