period,ratio
2017-12-21,26.87232
2017-12-22,100.0
2017-12-23,29.32551
2017-12-24,31.48545
2017-12-25,30.57748
2017-12-26,29.50597
2017-12-27,29.94022
2017-12-28,25.47935
2017-12-29,26.44935
2017-12-30,24.65598
2017-12-31,23.0036
2018-01-01,25.97563
2018-01-02,19.28152
2018-01-03,16.4392
2018-01-04,15.60455
2018-01-05,14.89961
2018-01-06,17.97879
2018-01-07,17.51071
2018-01-08,17.25693
2018-01-09,12.60997
2018-01-10,12.75095
2018-01-11,11.11549
2018-01-12,13.79427
2018-01-13,12.64944
2018-01-14,12.46334
2018-01-15,11.08729
2018-01-16,9.67177
2018-01-17,12.73967
2018-01-18,12.84119
2018-01-19,12.20392
2018-01-20,13.07241
2018-01-21,12.02909
