period,ratio
2017-01-11,100.0
2017-01-12,77.73652
2017-01-13,81.42521
2017-01-14,97.76246
2017-01-15,77.49006
2017-01-16,40.24645
2017-01-17,32.25456
2017-01-18,17.76084
2017-01-19,13.35387
2017-01-20,13.79327
2017-01-21,14.80502
2017-01-22,12.96959
2017-01-23,11.93838
2017-01-24,7.8184
2017-01-25,6.79854
2017-01-26,6.62829
2017-01-27,7.8865
2017-01-28,9.47061
2017-01-29,12.00486
2017-01-30,7.3871
2017-01-31,5.08958
2017-02-01,4.07944
2017-02-02,3.78921
2017-02-03,3.8865
2017-02-04,5.55006
2017-02-05,5.40413
2017-02-06,4.11025
2017-02-07,3.31576
2017-02-08,3.56059
2017-02-09,3.37738
2017-02-10,3.8411
2017-02-11,4.55127
