period,ratio
2017-06-15,53.0776
2017-06-16,57.22569
2017-06-17,59.25958
2017-06-18,55.63782
2017-06-19,60.55307
2017-06-20,53.76449
2017-06-21,52.70294
2017-06-22,51.13291
2017-06-23,100.0
2017-06-24,84.08563
2017-06-25,68.42105
2017-06-26,59.21498
2017-06-27,44.74576
2017-06-28,37.42194
2017-06-29,33.77341
2017-06-30,31.48974
2017-07-01,29.90187
2017-07-02,28.42105
2017-07-03,36.52988
2017-07-04,34.60303
2017-07-05,22.47992
2017-07-06,17.42194
2017-07-07,19.90187
2017-07-08,17.43978
2017-07-09,17.32381
2017-07-10,18.27832
2017-07-11,14.37109
2017-07-12,15.29884
2017-07-13,12.3818
2017-07-14,12.73862
2017-07-15,13.88046
