period,ratio
2017-02-22,3.05681
2017-02-23,1.36819
2017-02-24,1.27937
2017-02-25,2.24802
2017-02-26,1.50551
2017-02-27,100.0
2017-02-28,18.03487
2017-03-01,3.80074
2017-03-02,2.37369
2017-03-03,1.95044
2017-03-04,2.06573
2017-03-05,2.09388
2017-03-06,1.1964
2017-03-07,0.99357
2017-03-08,0.87572
2017-03-09,0.76716
2017-03-10,0.69814
2017-03-11,0.95841
2017-03-12,0.87302
2017-03-13,0.59436
2017-03-14,0.5116
2017-03-15,0.4918
2017-03-16,0.42102
2017-03-17,0.46378
2017-03-18,0.54789
2017-03-19,0.51577
2017-03-20,0.39711
2017-03-21,0.34479
2017-03-22,0.32203
