period,ratio
2017-06-01,55.19125
2017-06-02,60.65573
2017-06-03,94.3989
2017-06-04,94.3989
2017-06-05,100.0
2017-06-06,98.77049
2017-06-07,26.57103
2017-06-08,25.47814
2017-06-09,28.96174
2017-06-10,44.26229
2017-06-11,33.19672
2017-06-12,12.02185
2017-06-13,11.88524
2017-06-14,9.63114
2017-06-15,10.86065
2017-06-16,11.4754
2017-06-17,17.1448
2017-06-18,11.54371
2017-06-19,5.66939
2017-06-20,5.05464
2017-06-21,5.87431
2017-06-22,3.89344
2017-06-23,4.98633
2017-06-24,9.69945
2017-06-25,7.03551
2017-06-26,3.07377
2017-06-27,2.93715
2017-06-28,2.59562
2017-06-29,1.63934
2017-06-30,3.14207
2017-07-01,5.60109
