period,ratio
2017-02-22,4.66557
2017-02-23,24.57323
2017-02-24,24.81015
2017-02-25,23.21851
2017-02-26,22.79934
2017-02-27,100.0
2017-02-28,77.51655
2017-03-01,39.73027
2017-03-02,27.02751
2017-03-03,24.11761
2017-03-04,22.32549
2017-03-05,19.30623
2017-03-06,4.14312
2017-03-07,1.00844
2017-03-08,1.16639
2017-03-09,1.18461
2017-03-10,1.47621
2017-03-11,1.42761
2017-03-12,1.40939
2017-03-13,1.12386
2017-03-14,0.79582
2017-03-15,0.78367
2017-03-16,0.61964
2017-03-17,0.96591
2017-03-18,0.81404
2017-03-19,0.94769
2017-03-20,0.63179
2017-03-21,0.58927
2017-03-22,0.55282
