period,ratio
2017-11-09,100.0
2017-11-10,10.00919
2017-11-11,10.59499
2017-11-12,5.23755
2017-11-13,3.54455
2017-11-14,2.94805
2017-11-15,2.52092
2017-11-16,1.50987
2017-11-17,1.40679
2017-11-18,1.34226
2017-11-19,1.4149
2017-11-20,0.65526
2017-11-21,0.56593
2017-11-22,0.51633
2017-11-23,0.47837
2017-11-24,0.75634
2017-11-25,0.64327
2017-11-26,0.47543
2017-11-27,0.47708
2017-11-28,6.76623
2017-11-29,8.57688
2017-11-30,5.55807
2017-12-01,4.09956
2017-12-02,4.66691
2017-12-03,4.00083
2017-12-04,2.55183
2017-12-05,2.01775
2017-12-06,1.61565
2017-12-07,1.14339
2017-12-08,1.12153
2017-12-09,1.30853
