period,ratio
2017-04-13,49.54624
2017-04-14,62.83491
2017-04-15,100.0
2017-04-16,79.47277
2017-04-17,60.19878
2017-04-18,53.50043
2017-04-19,51.01555
2017-04-20,55.50993
2017-04-21,63.80726
2017-04-22,92.28608
2017-04-23,77.0095
2017-04-24,54.25669
2017-04-25,50.62662
2017-04-26,66.22731
2017-04-27,47.7528
2017-04-28,55.46672
2017-04-29,75.56179
2017-04-30,81.33102
2017-05-01,60.56611
2017-05-02,69.0579
2017-05-03,40.75194
2017-05-04,26.33967
2017-05-05,25.82108
2017-05-06,21.8885
2017-05-07,18.777
2017-05-08,12.74848
2017-05-09,19.07951
2017-05-10,6.67675
2017-05-11,7.19533
2017-05-12,8.57821
2017-05-13,11.62489
