period,ratio
2017-02-22,73.90174
2017-02-23,60.44812
2017-02-24,92.56063
2017-02-25,89.86075
2017-02-26,79.56788
2017-02-27,100.0
2017-02-28,64.04687
2017-03-01,52.77015
2017-03-02,32.21056
2017-03-03,26.16362
2017-03-04,30.41609
2017-03-05,27.03144
2017-03-06,15.37392
2017-03-07,11.83238
2017-03-08,10.50859
2017-03-09,8.65038
2017-03-10,8.46244
2017-03-11,12.67078
2017-03-12,12.10204
2017-03-13,11.02503
2017-03-14,12.22135
2017-03-15,11.27018
2017-03-16,11.26364
2017-03-17,14.24952
2017-03-18,21.45518
2017-03-19,19.79146
2017-03-20,11.59704
2017-03-21,9.34333
2017-03-22,8.86938
