period,ratio
2016-12-14,44.39121
2016-12-15,45.301
2016-12-16,41.38598
2016-12-17,45.27197
2016-12-18,55.15389
2016-12-19,77.83584
2016-12-20,100.0
2016-12-21,85.88366
2016-12-22,62.95489
2016-12-23,63.99535
2016-12-24,72.20286
2016-12-25,54.70867
2016-12-26,39.49864
2016-12-27,38.39043
2016-12-28,49.56929
2016-12-29,31.87669
2016-12-30,32.71389
2016-12-31,28.4698
2017-01-01,31.48954
2017-01-02,24.3612
2017-01-03,31.01045
2017-01-04,62.1564
2017-01-05,41.03755
2017-01-06,49.3854
2017-01-07,47.46902
2017-01-08,50.07259
2017-01-09,37.55807
2017-01-10,22.21738
2017-01-11,19.42508
2017-01-12,10.45296
2017-01-13,20.2768
2017-01-14,11.31436
