period,ratio
2018-01-24,100.0
2018-01-25,80.76096
2018-01-26,65.89077
2018-01-27,77.05461
2018-01-28,59.55237
2018-01-29,54.5837
2018-01-30,45.77439
2018-01-31,51.14592
2018-02-01,27.10832
2018-02-02,22.77529
2018-02-03,25.93554
2018-02-04,25.85496
2018-02-05,8.28111
2018-02-06,19.73142
2018-02-07,61.42345
2018-02-08,54.45837
2018-02-09,40.39391
2018-02-10,38.50492
2018-02-11,39.54341
2018-02-12,24.44046
2018-02-13,19.81199
2018-02-14,18.88988
2018-02-15,20.94001
2018-02-16,26.19516
2018-02-17,20.02685
2018-02-18,15.30886
2018-02-19,10.77887
2018-02-20,9.39122
2018-02-21,8.30796
2018-02-22,7.7529
2018-02-23,8.40644
2018-02-24,9.19427
