period,ratio
2017-02-01,93.2966
2017-02-02,89.58569
2017-02-03,88.54318
2017-02-04,100.0
2017-02-05,88.81326
2017-02-06,72.52741
2017-02-07,61.52973
2017-02-08,52.81153
2017-02-09,45.9947
2017-02-10,48.96019
2017-02-11,57.3975
2017-02-12,51.55296
2017-02-13,43.19127
2017-02-14,38.2758
2017-02-15,34.52168
2017-02-16,36.9146
2017-02-17,63.39869
2017-02-18,91.92459
2017-02-19,80.11127
2017-02-20,58.02949
2017-02-21,49.80824
2017-02-22,46.76173
2017-02-23,43.34251
2017-02-24,42.10554
2017-02-25,45.09803
2017-02-26,46.22697
2017-02-27,50.09992
2017-02-28,42.94819
2017-03-01,45.70842
