period,ratio
2017-05-03,100.0
2017-05-04,67.12282
2017-05-05,50.52052
2017-05-06,59.1554
2017-05-07,57.53505
2017-05-08,65.77953
2017-05-09,96.24296
2017-05-10,48.57694
2017-05-11,45.11795
2017-05-12,43.38426
2017-05-13,54.55461
2017-05-14,50.12173
2017-05-15,46.37729
2017-05-16,50.79338
2017-05-17,41.83947
2017-05-18,61.57753
2017-05-19,32.2475
2017-05-20,29.72462
2017-05-21,26.10612
2017-05-22,28.45688
2017-05-23,15.64939
2017-05-24,27.94895
2017-05-25,17.70212
2017-05-26,15.15825
2017-05-27,17.09764
2017-05-28,21.08555
2017-05-29,20.2208
2017-05-30,11.26689
2017-05-31,27.81882
2017-06-01,13.87792
2017-06-02,12.29955
2017-06-03,16.06078
