period,ratio
2017-12-14,87.287
2017-12-15,100.0
2017-12-16,90.47067
2017-12-17,76.77001
2017-12-18,61.19532
2017-12-19,55.31276
2017-12-20,50.85561
2017-12-21,33.83017
2017-12-22,30.02423
2017-12-23,30.45114
2017-12-24,30.58861
2017-12-25,24.50707
2017-12-26,16.29101
2017-12-27,14.9488
2017-12-28,12.78897
2017-12-29,11.16819
2017-12-30,11.10307
2017-12-31,10.36141
2018-01-01,9.45334
2018-01-02,8.08581
2018-01-03,11.49741
2018-01-04,13.05307
2018-01-05,12.18841
2018-01-06,16.48637
2018-01-07,15.33591
2018-01-08,11.92431
2018-01-09,10.81726
2018-01-10,9.18924
2018-01-11,9.86216
2018-01-12,11.84472
2018-01-13,25.41152
2018-01-14,20.69389
